"pokemon","nature","ev","hp","atk","def","spa","spd","spe","percent"
"Mandibuzz","Calm","252/0/4/4/148/100","252","0","4","4","148","100","17.177"
"Mandibuzz","Calm","244/0/68/4/140/52","244","0","68","4","140","52","13.971"
"Mandibuzz","Timid","252/0/0/0/84/172","252","0","0","0","84","172","8.361"
"Mandibuzz","Bold","252/0/4/0/252/0","252","0","4","0","252","0","7.989"
"Mandibuzz","Bold","252/0/252/0/0/4","252","0","252","0","0","4","4.890"
"Mandibuzz","Calm","212/0/132/4/148/12","212","0","132","4","148","12","3.999"
"Mandibuzz","Calm","252/0/116/4/132/4","252","0","116","4","132","4","2.972"
"Mandibuzz","Bold","244/0/196/4/60/4","244","0","196","4","60","4","2.403"
"Mandibuzz","Bold","252/0/252/4/0/0","252","0","252","4","0","0","2.250"
"Mandibuzz","Calm","244/0/100/4/156/4","244","0","100","4","156","4","1.282"
"Mandibuzz","Careful","128/0/20/0/244/116","128","0","20","0","244","116","1.208"
"Mandibuzz","Bold","236/0/252/0/20/0","236","0","252","0","20","0","1.196"
"Mandibuzz","Calm","188/0/132/4/172/12","188","0","132","4","172","12","1.080"
"Mandibuzz","Calm","252/0/28/4/204/20","252","0","28","4","204","20","0.990"
"Mandibuzz","Calm","244/0/4/4/252/4","244","0","4","4","252","4","0.972"
"Mandibuzz","Bold","212/0/36/4/180/76","212","0","36","4","180","76","0.895"
"Mandibuzz","Careful","252/4/132/0/116/4","252","4","132","0","116","4","0.828"
"Mandibuzz","Calm","252/0/52/0/196/4","252","0","52","0","196","4","0.804"
"Mandibuzz","Calm","252/0/28/4/220/4","252","0","28","4","220","4","0.799"
"Mandibuzz","Relaxed","252/0/236/0/20/0","252","0","236","0","20","0","0.796"
"Mandibuzz","Calm","252/0/0/0/84/172","252","0","0","0","84","172","0.747"
"Mandibuzz","Bold","220/0/36/0/252/0","220","0","36","0","252","0","0.644"
"Snorlax","Careful","100/4/252/0/140/12","100","4","252","0","140","12","25.075"
"Snorlax","Impish","196/4/252/0/44/12","196","4","252","0","44","12","15.449"
"Snorlax","Careful","100/60/180/0/164/4","100","60","180","0","164","4","9.041"
"Snorlax","Brave","180/76/252/0/0/0","180","76","252","0","0","0","4.913"
"Snorlax","Adamant","244/4/236/0/4/20","244","4","236","0","4","20","3.699"
"Snorlax","Relaxed","252/0/252/0/4/0","252","0","252","0","4","0","3.417"
"Snorlax","Sassy","180/0/252/0/76/0","180","0","252","0","76","0","3.234"
"Snorlax","Sassy","172/4/252/0/80/0","172","4","252","0","80","0","3.037"
"Snorlax","Relaxed","100/12/196/0/196/4","100","12","196","0","196","4","2.977"
"Snorlax","Careful","244/0/244/0/20/0","244","0","244","0","20","0","2.681"
"Snorlax","Careful","4/4/212/0/236/52","4","4","212","0","236","52","2.644"
"Snorlax","Careful","148/0/244/0/116/0","148","0","244","0","116","0","2.134"
"Snorlax","Sassy","244/0/244/0/20/0","244","0","244","0","20","0","1.652"
"Snorlax","Brave","68/252/0/0/188/0","68","252","0","0","188","0","1.463"
"Snorlax","Brave","244/12/252/0/0/0","244","12","252","0","0","0","1.285"
"Snorlax","Relaxed","244/0/252/0/12/0","244","0","252","0","12","0","1.076"
"Snorlax","Sassy","212/0/252/0/44/0","212","0","252","0","44","0","1.046"
"Snorlax","Impish","100/44/196/0/164/4","100","44","196","0","164","4","0.917"
"Snorlax","Impish","244/92/164/0/4/4","244","92","164","0","4","4","0.905"
"Snorlax","Adamant","164/44/164/0/132/4","164","44","164","0","132","4","0.847"
"Snorlax","Relaxed","84/68/252/0/100/0","84","68","252","0","100","0","0.844"
"Snorlax","Relaxed","228/100/180/0/0/0","228","100","180","0","0","0","0.830"
"Snorlax","Brave","52/116/252/4/84/0","52","116","252","4","84","0","0.803"
"Snorlax","Impish","251/212/44/0/0/0","251","212","44","0","0","0","0.734"
"Snorlax","Brave","244/52/212/0/0/0","244","52","212","0","0","0","0.630"
"Snorlax","Sassy","84/12/252/0/156/0","84","12","252","0","156","0","0.616"
"Snorlax","Brave","252/252/0/0/4/0","252","252","0","0","4","0","0.560"
"Snorlax","Careful","116/0/252/0/140/0","116","0","252","0","140","0","0.523"
"Mawile-Mega","Adamant","252/36/4/0/20/196","252","36","4","0","20","196","15.753"
"Mawile-Mega","Brave","252/116/0/0/140/0","252","116","0","0","140","0","12.482"
"Mawile-Mega","Adamant","84/252/0/0/0/172","84","252","0","0","0","172","9.131"
"Mawile-Mega","Brave","252/252/0/0/4/0","252","252","0","0","4","0","7.697"
"Mawile-Mega","Adamant","4/252/4/0/4/244","4","252","4","0","4","244","7.603"
"Mawile-Mega","Brave","252/196/0/0/60/0","252","196","0","0","60","0","6.366"
"Mawile-Mega","Brave","252/100/0/0/156/0","252","100","0","0","156","0","5.801"
"Mawile-Mega","Brave","252/92/0/0/164/0","252","92","0","0","164","0","4.130"
"Mawile-Mega","Adamant","252/92/0/0/164/0","252","92","0","0","164","0","3.099"
"Mawile-Mega","Brave","204/244/0/0/60/0","204","244","0","0","60","0","3.003"
"Mawile-Mega","Careful","252/140/4/0/100/12","252","140","4","0","100","12","2.857"
"Mawile-Mega","Adamant","76/252/4/0/4/172","76","252","4","0","4","172","2.723"
"Mawile-Mega","Adamant","252/116/4/0/132/4","252","116","4","0","132","4","1.927"
"Mawile-Mega","Adamant","252/60/0/0/0/196","252","60","0","0","0","196","1.629"
"Mawile-Mega","Adamant","252/252/0/0/4/0","252","252","0","0","4","0","1.582"
"Mawile-Mega","Brave","4/252/252/0/0/0","4","252","252","0","0","0","1.025"
"Mawile-Mega","Careful","252/140/0/0/116/0","252","140","0","0","116","0","1.010"
"Mawile-Mega","Brave","180/76/0/0/252/0","180","76","0","0","252","0","0.940"
"Mawile-Mega","Adamant","236/228/0/0/44/0","236","228","0","0","44","0","0.885"
"Mawile-Mega","Careful","252/100/20/0/132/4","252","100","20","0","132","4","0.881"
"Mawile-Mega","Impish","236/36/68/0/164/4","236","36","68","0","164","4","0.867"
"Mawile-Mega","Adamant","252/252/0/0/0/4","252","252","0","0","0","4","0.759"
"Mawile-Mega","Adamant","12/252/0/0/0/244","12","252","0","0","0","244","0.564"
"Mawile-Mega","Adamant","252/108/4/0/124/20","252","108","4","0","124","20","0.510"
"Persian-Alola","Jolly","252/4/0/0/0/252","252","4","0","0","0","252","24.866"
"Persian-Alola","Jolly","252/0/0/0/4/252","252","0","0","0","4","252","9.883"
"Persian-Alola","Jolly","84/4/164/0/4/252","84","4","164","0","4","252","9.829"
"Persian-Alola","Jolly","52/44/116/0/68/228","52","44","116","0","68","228","7.903"
"Persian-Alola","Jolly","92/0/164/0/0/252","92","0","164","0","0","252","5.954"
"Persian-Alola","Timid","252/0/0/0/4/252","252","0","0","0","4","252","4.409"
"Persian-Alola","Timid","252/0/0/4/0/252","252","0","0","4","0","252","4.090"
"Persian-Alola","Jolly","244/4/4/0/4/252","244","4","4","0","4","252","3.616"
"Persian-Alola","Jolly","60/4/188/0/4/252","60","4","188","0","4","252","3.592"
"Persian-Alola","Jolly","84/4/4/0/244/172","84","4","4","0","244","172","3.396"
"Persian-Alola","Timid","76/0/0/0/180/252","76","0","0","0","180","252","2.996"
"Persian-Alola","Jolly","252/0/4/0/0/252","252","0","4","0","0","252","2.221"
"Persian-Alola","Timid","24/0/84/0/164/236","24","0","84","0","164","236","1.688"
"Persian-Alola","Jolly","36/0/0/0/252/220","36","0","0","0","252","220","1.608"
"Persian-Alola","Timid","116/0/4/4/132/252","116","0","4","4","132","252","1.272"
"Persian-Alola","Jolly","4/0/0/0/252/252","4","0","0","0","252","252","0.992"
"Persian-Alola","Jolly","84/0/172/0/0/252","84","0","172","0","0","252","0.961"
"Persian-Alola","Timid","4/0/0/0/252/252","4","0","0","0","252","252","0.839"
"Persian-Alola","Jolly","188/4/76/0/4/236","188","4","76","0","4","236","0.743"
"Persian-Alola","Jolly","124/0/132/0/0/252","124","0","132","0","0","252","0.732"
"Persian-Alola","Timid","148/0/92/4/28/236","148","0","92","4","28","236","0.710"
"Persian-Alola","Jolly","132/4/116/0/4/252","132","4","116","0","4","252","0.664"
"Persian-Alola","Timid","4/0/0/252/0/252","4","0","0","252","0","252","0.523"
"Persian-Alola","Jolly","4/0/252/0/0/252","4","0","252","0","0","252","0.504"
"Manectric-Mega","Timid","76/0/12/4/196/220","76","0","12","4","196","220","50.922"
"Manectric-Mega","Timid","28/0/4/252/4/220","28","0","4","252","4","220","20.329"
"Manectric-Mega","Timid","4/0/0/252/0/252","4","0","0","252","0","252","7.207"
"Manectric-Mega","Timid","0/0/0/252/4/252","0","0","0","252","4","252","5.623"
"Manectric-Mega","Timid","116/0/0/252/0/140","116","0","0","252","0","140","2.781"
"Manectric-Mega","Timid","244/0/4/4/4/252","244","0","4","4","4","252","2.054"
"Manectric-Mega","Timid","92/0/20/108/60/228","92","0","20","108","60","228","1.331"
"Manectric-Mega","Timid","236/0/4/12/4/252","236","0","4","12","4","252","0.848"
"Manectric-Mega","Timid","28/0/0/252/0/228","28","0","0","252","0","228","0.809"
"Manectric-Mega","Timid","156/0/0/0/132/220","156","0","0","0","132","220","0.667"
"Manectric-Mega","Timid","44/0/4/228/4/228","44","0","4","228","4","228","0.507"
"Togekiss","Bold","244/0/172/20/52/20","244","0","172","20","52","20","16.391"
"Togekiss","Bold","188/0/180/4/28/108","188","0","180","4","28","108","15.324"
"Togekiss","Bold","244/0/244/4/4/12","244","0","244","4","4","12","8.981"
"Togekiss","Calm","244/0/140/4/100/20","244","0","140","4","100","20","8.838"
"Togekiss","Calm","236/0/68/4/196/4","236","0","68","4","196","4","8.790"
"Togekiss","Sassy","236/0/100/0/172/0","236","0","100","0","172","0","8.350"
"Togekiss","Bold","236/0/204/4/60/4","236","0","204","4","60","4","5.297"
"Togekiss","Bold","244/0/228/4/4/28","244","0","228","4","4","28","2.999"
"Togekiss","Calm","236/0/52/4/108/108","236","0","52","4","108","108","2.580"
"Togekiss","Calm","244/0/164/4/84/12","244","0","164","4","84","12","2.538"
"Togekiss","Bold","244/0/252/4/4/4","244","0","252","4","4","4","1.590"
"Togekiss","Calm","252/0/244/0/12/0","252","0","244","0","12","0","1.475"
"Togekiss","Timid","0/0/0/252/4/252","0","0","0","252","4","252","1.323"
"Togekiss","Calm","236/0/92/4/172/4","236","0","92","4","172","4","1.194"
"Togekiss","Calm","244/0/52/4/196/12","244","0","52","4","196","12","1.002"
"Togekiss","Timid","4/0/0/252/0/252","4","0","0","252","0","252","0.977"
"Togekiss","Sassy","252/0/164/0/92/0","252","0","164","0","92","0","0.944"
"Togekiss","Calm","236/0/116/4/116/36","236","0","116","4","116","36","0.841"
"Togekiss","Modest","236/0/68/4/196/4","236","0","68","4","196","4","0.826"
"Togekiss","Calm","244/0/0/12/252/0","244","0","0","12","252","0","0.644"
"Togekiss","Bold","252/0/196/0/60/0","252","0","196","0","60","0","0.551"
"Tapu Bulu","Adamant","244/4/4/0/212/44","244","4","4","0","212","44","35.503"
"Tapu Bulu","Impish","252/4/124/0/124/4","252","4","124","0","124","4","15.304"
"Tapu Bulu","Brave","252/0/4/0/252/0","252","0","4","0","252","0","12.830"
"Tapu Bulu","Adamant","252/76/60/0/116/4","252","76","60","0","116","4","10.749"
"Tapu Bulu","Jolly","0/252/0/0/4/252","0","252","0","0","4","252","6.986"
"Tapu Bulu","Adamant","244/44/12/0/164/44","244","44","12","0","164","44","3.306"
"Tapu Bulu","Adamant","252/4/12/0/4/236","252","4","12","0","4","236","3.184"
"Tapu Bulu","Adamant","252/252/0/0/4/0","252","252","0","0","4","0","1.870"
"Tapu Bulu","Jolly","244/108/124/0/28/4","244","108","124","0","28","4","1.845"
"Tapu Bulu","Jolly","4/252/0/0/0/252","4","252","0","0","0","252","0.875"
"Tapu Bulu","Brave","252/252/4/0/0/0","252","252","4","0","0","0","0.752"
"Tapu Bulu","Adamant","252/116/0/0/140/0","252","116","0","0","140","0","0.698"
"Tapu Bulu","Impish","252/4/252/0/0/0","252","4","252","0","0","0","0.676"
"Tapu Bulu","Adamant","244/4/4/0/172/84","244","4","4","0","172","84","0.561"
"Tapu Bulu","Adamant","0/252/4/0/0/252","0","252","4","0","0","252","0.507"
"Tapu Bulu","Careful","116/252/132/0/4/0","116","252","132","0","4","0","0.506"
"Gothitelle","Sassy","244/0/108/0/156/0","244","0","108","0","156","0","40.548"
"Gothitelle","Calm","244/0/108/0/156/0","244","0","108","0","156","0","14.763"
"Gothitelle","Calm","244/0/0/0/252/12","244","0","0","0","252","12","10.146"
"Gothitelle","Sassy","252/0/4/0/252/0","252","0","4","0","252","0","8.363"
"Gothitelle","Sassy","252/0/12/0/244/0","252","0","12","0","244","0","7.192"
"Gothitelle","Sassy","252/0/100/0/156/0","252","0","100","0","156","0","6.613"
"Gothitelle","Timid","252/0/68/0/56/132","252","0","68","0","56","132","2.693"
"Gothitelle","Sassy","244/0/52/0/212/0","244","0","52","0","212","0","1.711"
"Gothitelle","Sassy","252/0/20/0/236/0","252","0","20","0","236","0","1.504"
"Gothitelle","Sassy","244/0/132/0/132/0","244","0","132","0","132","0","1.404"
"Gothitelle","Bold","244/0/140/0/124/0","244","0","140","0","124","0","1.384"
"Gothitelle","Calm","252/0/4/0/252/0","252","0","4","0","252","0","1.123"
"Raichu","Jolly","4/252/0/0/0/252","4","252","0","0","0","252","23.476"
"Raichu","Timid","84/0/0/0/244/180","84","0","0","0","244","180","12.646"
"Raichu","Timid","4/0/0/252/0/252","4","0","0","252","0","252","7.525"
"Raichu","Jolly","0/252/0/0/4/252","0","252","0","0","4","252","5.901"
"Raichu","Jolly","60/20/4/0/244/180","60","20","4","0","244","180","4.356"
"Raichu","Timid","36/0/204/20/68/180","36","0","204","20","68","180","4.286"
"Raichu","Timid","156/0/12/4/84/252","156","0","12","4","84","252","3.431"
"Raichu","Jolly","12/84/4/0/156/252","12","84","4","0","156","252","3.326"
"Raichu","Jolly","116/76/4/0/76/236","116","76","4","0","76","236","2.866"
"Raichu","Jolly","204/4/4/0/44/252","204","4","4","0","44","252","2.554"
"Raichu","Jolly","148/4/4/0/148/204","148","4","4","0","148","204","2.215"
"Raichu","Jolly","140/4/4/0/156/204","140","4","4","0","156","204","2.200"
"Raichu","Jolly","20/236/0/0/0/252","20","236","0","0","0","252","2.197"
"Raichu","Hasty","0/252/0/4/0/252","0","252","0","4","0","252","2.164"
"Raichu","Jolly","0/100/0/0/196/212","0","100","0","0","196","212","1.618"
"Raichu","Timid","252/0/68/4/4/180","252","0","68","4","4","180","1.457"
"Raichu","Timid","36/0/4/4/212/252","36","0","4","4","212","252","1.387"
"Raichu","Jolly","36/4/4/0/252/212","36","4","4","0","252","212","1.375"
"Raichu","Timid","124/0/0/0/132/252","124","0","0","0","132","252","1.323"
"Raichu","Timid","252/0/0/4/0/252","252","0","0","4","0","252","1.026"
"Raichu","Jolly","124/76/4/0/68/236","124","76","4","0","68","236","0.988"
"Raichu","Jolly","0/252/4/0/0/252","0","252","4","0","0","252","0.905"
"Raichu","Timid","236/0/4/4/84/180","236","0","4","4","84","180","0.853"
"Raichu","Jolly","252/0/100/0/156/0","252","0","100","0","156","0","0.809"
"Raichu","Timid","196/0/36/4/20/252","196","0","36","4","20","252","0.808"
"Raichu","Timid","156/0/4/4/164/180","156","0","4","4","164","180","0.687"
"Raichu","Jolly","220/76/4/0/4/204","220","76","4","0","4","204","0.596"
"Raichu","Timid","220/0/52/4/28/204","220","0","52","4","28","204","0.578"
"Raichu","Timid","60/0/0/252/0/196","60","0","0","252","0","196","0.540"
"Zygarde","Adamant","244/156/4/0/100/4","244","156","4","0","100","4","72.175"
"Zygarde","Brave","20/236/0/0/252/0","20","236","0","0","252","0","20.731"
"Zygarde","Careful","44/188/20/0/244/12","44","188","20","0","244","12","2.895"
"Zygarde","Adamant","148/100/28/0/204/28","148","100","28","0","204","28","0.819"
"Jumpluff","Timid","252/0/4/0/0/252","252","0","4","0","0","252","41.690"
"Jumpluff","Timid","252/0/0/0/4/252","252","0","0","0","4","252","24.105"
"Jumpluff","Timid","252/0/0/0/0/252","252","0","0","0","0","252","9.690"
"Jumpluff","Timid","252/0/0/0/44/212","252","0","0","0","44","212","7.470"
"Jumpluff","Timid","4/0/252/0/0/252","4","0","252","0","0","252","5.122"
"Jumpluff","Timid","164/0/0/0/92/252","164","0","0","0","92","252","2.525"
"Jumpluff","Timid","236/0/68/0/0/204","236","0","68","0","0","204","1.423"
"Jumpluff","Jolly","252/0/0/0/4/252","252","0","0","0","4","252","1.389"
"Jumpluff","Timid","68/0/188/0/0/252","68","0","188","0","0","252","1.200"
"Jumpluff","Timid","252/0/4/0/54/198","252","0","4","0","54","198","0.971"
"Jumpluff","Timid","244/0/0/0/12/252","244","0","0","0","12","252","0.943"
"Jumpluff","Timid","244/0/12/0/0/252","244","0","12","0","0","252","0.784"
"Jumpluff","Calm","244/0/0/0/188/76","244","0","0","0","188","76","0.638"
"Jumpluff","Timid","108/0/0/0/148/252","108","0","0","0","148","252","0.572"
"Jumpluff","Calm","252/0/156/0/100/0","252","0","156","0","100","0","0.561"
"Braviary","Adamant","244/28/108/0/124/4","244","28","108","0","124","4","82.231"
"Braviary","Adamant","236/52/4/0/202/12","236","52","4","0","202","12","4.528"
"Braviary","Adamant","4/188/4/0/60/252","4","188","4","0","60","252","2.769"
"Braviary","Adamant","244/36/92/0/124/12","244","36","92","0","124","12","2.341"
"Braviary","Adamant","228/12/108/0/140/20","228","12","108","0","140","20","2.261"
"Braviary","Adamant","164/92/4/0/164/84","164","92","4","0","164","84","1.010"
"Braviary","Adamant","0/252/0/0/4/252","0","252","0","0","4","252","0.853"
"Braviary","Adamant","4/252/0/0/0/252","4","252","0","0","0","252","0.769"
"Braviary","Adamant","108/252/0/0/0/148","108","252","0","0","0","148","0.637"
"Braviary","Adamant","44/28/108/0/124/204","44","28","108","0","124","204","0.510"
"Mewtwo-Mega-Y","Timid","92/0/76/116/4/220","92","0","76","116","4","220","18.559"
"Mewtwo-Mega-Y","Timid","0/0/0/252/4/252","0","0","0","252","4","252","16.453"
"Mewtwo-Mega-Y","Timid","84/0/76/124/4/220","84","0","76","124","4","220","12.844"
"Mewtwo-Mega-Y","Timid","4/0/0/252/0/252","4","0","0","252","0","252","6.108"
"Mewtwo-Mega-Y","Modest","0/0/0/252/4/252","0","0","0","252","4","252","5.244"
"Mewtwo-Mega-Y","Timid","76/0/4/244/4/180","76","0","4","244","4","180","5.032"
"Mewtwo-Mega-Y","Timid","100/0/76/108/4/220","100","0","76","108","4","220","4.781"
"Mewtwo-Mega-Y","Timid","4/0/4/236/44/220","4","0","4","236","44","220","4.673"
"Mewtwo-Mega-Y","Timid","36/0/0/252/0/220","36","0","0","252","0","220","3.609"
"Mewtwo-Mega-Y","Timid","100/0/76/108/44/180","100","0","76","108","44","180","3.275"
"Mewtwo-Mega-Y","Timid","28/0/12/236/4/228","28","0","12","236","4","228","2.866"
"Mewtwo-Mega-Y","Timid","60/0/244/20/0/180","60","0","244","20","0","180","2.754"
"Mewtwo-Mega-Y","Timid","0/0/4/252/0/252","0","0","4","252","0","252","2.705"
"Mewtwo-Mega-Y","Timid","30/0/4/252/4/220","30","0","4","252","4","220","1.207"
"Mewtwo-Mega-Y","Timid","76/0/0/252/0/180","76","0","0","252","0","180","1.080"
"Mewtwo-Mega-Y","Modest","0/0/4/252/0/252","0","0","4","252","0","252","1.028"
"Mewtwo-Mega-Y","Timid","44/0/4/236/4/220","44","0","4","236","4","220","0.992"
"Mewtwo-Mega-Y","Modest","4/0/0/252/0/252","4","0","0","252","0","252","0.990"
"Mewtwo-Mega-Y","Timid","108/0/76/140/4/180","108","0","76","140","4","180","0.893"
"Mewtwo-Mega-Y","Timid","28/0/4/252/4/220","28","0","4","252","4","220","0.823"
"Mewtwo-Mega-Y","Timid","28/0/44/252/4/180","28","0","44","252","4","180","0.749"
"Mewtwo-Mega-Y","Timid","52/0/0/252/0/204","52","0","0","252","0","204","0.537"
"Aerodactyl-Mega","Jolly","84/252/20/0/4/148","84","252","20","0","4","148","72.456"
"Aerodactyl-Mega","Jolly","60/116/4/0/76/252","60","116","4","0","76","252","3.765"
"Aerodactyl-Mega","Adamant","4/252/0/0/0/252","4","252","0","0","0","252","3.605"
"Aerodactyl-Mega","Adamant","4/244/4/0/4/252","4","244","4","0","4","252","3.188"
"Aerodactyl-Mega","Adamant","44/196/4/0/12/252","44","196","4","0","12","252","2.675"
"Aerodactyl-Mega","Adamant","60/196/4/0/4/244","60","196","4","0","4","244","2.407"
"Aerodactyl-Mega","Adamant","60/188/4/0/4/252","60","188","4","0","4","252","1.815"
"Aerodactyl-Mega","Jolly","60/188/4/0/4/252","60","188","4","0","4","252","0.999"
"Aerodactyl-Mega","Hardy","44/212/0/0/0/252","44","212","0","0","0","252","0.952"
"Aerodactyl-Mega","Adamant","0/252/0/0/4/252","0","252","0","0","4","252","0.937"
"Aerodactyl-Mega","Jolly","68/116/4/0/68/252","68","116","4","0","68","252","0.865"
"Aerodactyl-Mega","Timid","28/236/0/0/0/244","28","236","0","0","0","244","0.848"
